Date,^AXJO
2018-09-13,6128.7001953125
2018-09-14,6165.2998046875
2018-09-17,6185.0
2018-09-18,6161.5
2018-09-19,6190.0
2018-09-20,6169.5
2018-09-21,6194.60009765625
2018-09-24,6186.89990234375
2018-09-25,6185.89990234375
2018-09-26,6192.2998046875
2018-09-27,6181.2001953125
2018-09-28,6207.60009765625
2018-10-01,6172.2998046875
2018-10-02,6126.2001953125
2018-10-03,6146.10009765625
2018-10-04,6176.2998046875
2018-10-05,6185.5
2018-10-07,6100.2998046875
2018-10-08,6041.10009765625
2018-10-09,6049.7998046875
2018-10-10,5883.7998046875
2018-10-11,5895.7001953125
2018-10-14,5837.10009765625
2018-10-15,5869.89990234375
2018-10-16,5939.10009765625
2018-10-17,5942.39990234375
2018-10-18,5939.5
2018-10-21,5904.89990234375
2018-10-22,5843.10009765625
2018-10-23,5829.0
2018-10-24,5664.10009765625
2018-10-25,5665.2001953125
